.,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,BFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP,GFP
.,1d,1d,2d,2d,3d,3d,4d,4d,5d,5d,1d,1d,2d,2d,3d,3d,4d,4d,5d,5d
Distance (um),unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized,unnormalized,normalized
4374.50,2.57,0.02,9.23,0.07,23.75,0.16,51.89,0.34,44.14,0.28,4.81,0.27,5.77,0.14,11.34,0.30,19.49,0.39,29.51,0.65
4378.30,2.53,0.02,10.80,0.08,24.95,0.17,49.37,0.32,39.10,0.23,4.90,0.28,6.28,0.16,11.86,0.32,19.90,0.40,26.74,0.58
4382.10,2.60,0.02,11.43,0.09,28.62,0.20,48.33,0.31,38.02,0.22,5.19,0.30,6.79,0.18,12.01,0.33,20.38,0.41,25.70,0.56
4385.90,2.46,0.02,11.38,0.09,29.72,0.21,48.74,0.32,39.16,0.23,5.28,0.31,6.65,0.18,11.77,0.32,19.33,0.38,25.31,0.55
4389.60,1.94,0.02,11.05,0.08,32.17,0.23,46.93,0.30,41.02,0.25,5.20,0.31,5.89,0.14,11.32,0.30,18.89,0.37,26.76,0.58
4393.40,1.84,0.02,9.97,0.08,31.42,0.22,45.27,0.29,44.75,0.28,5.00,0.29,5.60,0.13,11.34,0.30,20.90,0.42,27.68,0.61
4397.20,2.79,0.03,9.91,0.07,28.07,0.20,45.83,0.29,47.72,0.31,4.72,0.26,5.15,0.11,11.51,0.31,22.82,0.47,31.23,0.69
4401.00,3.15,0.03,9.47,0.07,23.04,0.15,48.92,0.32,49.93,0.32,4.62,0.25,5.47,0.12,10.61,0.28,24.14,0.50,31.90,0.71
4404.70,2.55,0.02,9.30,0.07,19.95,0.13,48.15,0.31,54.53,0.36,4.78,0.27,5.53,0.13,10.01,0.25,24.67,0.52,32.78,0.73
4408.50,2.48,0.02,8.65,0.06,20.13,0.13,46.84,0.30,52.83,0.35,4.54,0.24,5.29,0.12,9.96,0.25,23.60,0.49,33.46,0.75
4412.30,2.74,0.03,9.68,0.07,23.01,0.15,46.05,0.30,51.82,0.34,4.48,0.24,5.61,0.13,10.70,0.28,22.55,0.46,32.38,0.72
4416.10,2.73,0.03,11.58,0.09,24.75,0.17,48.01,0.31,48.62,0.31,4.57,0.25,5.67,0.13,10.55,0.27,20.75,0.42,31.48,0.70
4419.80,2.72,0.03,10.74,0.08,23.91,0.16,49.39,0.32,48.79,0.31,4.48,0.24,5.62,0.13,10.04,0.25,21.14,0.43,32.01,0.71
4423.60,2.84,0.03,9.52,0.07,24.58,0.17,49.19,0.32,49.22,0.32,4.37,0.23,5.78,0.14,10.12,0.26,21.29,0.43,30.99,0.69
4427.40,3.65,0.03,9.12,0.07,25.75,0.18,46.83,0.30,45.67,0.29,4.36,0.23,5.63,0.13,9.59,0.24,22.11,0.45,29.87,0.66
4431.20,4.43,0.04,10.40,0.08,24.05,0.16,46.05,0.30,39.82,0.24,4.34,0.22,5.19,0.11,9.98,0.25,22.72,0.47,29.39,0.65
4434.90,4.56,0.04,11.90,0.09,19.64,0.13,48.65,0.32,36.22,0.21,4.15,0.21,5.31,0.12,9.60,0.24,23.98,0.50,28.23,0.62
4438.70,4.84,0.05,11.87,0.09,17.06,0.10,50.32,0.33,33.42,0.19,4.06,0.20,5.56,0.13,9.22,0.22,24.57,0.51,24.67,0.53
4442.50,5.30,0.05,11.20,0.09,17.89,0.11,51.13,0.34,32.33,0.18,4.28,0.22,5.38,0.12,9.69,0.24,22.19,0.45,23.27,0.50
4446.30,5.66,0.05,11.00,0.08,19.17,0.12,50.54,0.33,34.09,0.19,4.45,0.23,5.50,0.13,9.70,0.24,21.01,0.42,24.78,0.53
4450.00,6.11,0.06,11.23,0.09,19.86,0.13,49.12,0.32,38.03,0.22,4.55,0.24,5.54,0.13,9.44,0.23,19.01,0.37,25.75,0.56
4453.80,6.71,0.06,11.54,0.09,22.02,0.14,48.25,0.31,40.78,0.25,4.37,0.23,5.39,0.12,9.77,0.24,18.19,0.35,28.61,0.63
4457.60,6.37,0.06,11.70,0.09,23.28,0.16,45.90,0.29,41.01,0.25,4.41,0.23,5.59,0.13,10.23,0.26,18.98,0.37,30.30,0.67
4461.40,6.48,0.06,11.46,0.09,22.62,0.15,45.65,0.29,46.01,0.29,4.26,0.22,5.79,0.14,10.32,0.26,19.78,0.39,30.55,0.68
4465.10,6.75,0.06,11.16,0.09,21.18,0.14,45.45,0.29,49.14,0.32,4.13,0.20,5.64,0.13,10.58,0.27,19.34,0.38,30.85,0.68
4468.90,6.83,0.07,9.76,0.07,20.32,0.13,41.58,0.26,50.67,0.33,4.46,0.23,5.63,0.13,9.99,0.25,20.67,0.42,31.92,0.71
4472.70,7.28,0.07,9.17,0.07,20.67,0.13,39.40,0.24,50.56,0.33,4.56,0.24,5.84,0.14,9.81,0.24,20.61,0.41,33.23,0.74
4476.50,6.45,0.06,8.54,0.06,20.34,0.13,39.53,0.24,48.84,0.31,4.46,0.23,5.87,0.14,9.80,0.24,19.54,0.39,31.43,0.70
4480.20,4.98,0.05,7.55,0.05,19.31,0.12,38.61,0.23,48.30,0.31,4.28,0.22,5.67,0.13,9.45,0.23,19.94,0.40,29.94,0.66
4484.00,4.23,0.04,7.24,0.05,17.96,0.11,41.73,0.26,46.81,0.30,4.14,0.20,5.26,0.11,8.74,0.20,21.40,0.43,29.30,0.65
4487.80,4.58,0.04,6.19,0.04,17.29,0.11,45.23,0.29,47.03,0.30,4.12,0.20,5.31,0.12,8.95,0.21,21.24,0.43,28.55,0.63
4491.50,5.04,0.05,6.01,0.04,17.67,0.11,45.98,0.30,49.33,0.32,4.17,0.21,5.26,0.11,9.32,0.22,21.03,0.42,28.45,0.63
4495.30,4.57,0.04,5.91,0.04,17.29,0.11,44.50,0.28,52.81,0.35,4.11,0.20,5.51,0.13,8.18,0.18,21.76,0.44,28.25,0.62
4499.10,4.01,0.04,6.28,0.04,16.42,0.10,42.08,0.26,51.97,0.34,4.00,0.19,5.90,0.14,7.68,0.16,21.38,0.43,28.44,0.62
4502.90,5.00,0.05,7.59,0.05,17.08,0.10,41.86,0.26,49.12,0.32,4.08,0.20,5.98,0.15,7.98,0.17,20.22,0.40,28.27,0.62
4506.60,5.88,0.06,8.91,0.07,18.33,0.11,40.80,0.25,46.36,0.29,4.10,0.20,6.38,0.16,8.73,0.20,17.63,0.34,27.70,0.61
4510.40,6.42,0.06,9.52,0.07,19.06,0.12,40.58,0.25,46.15,0.29,4.12,0.20,6.24,0.16,10.08,0.25,16.07,0.30,26.86,0.59
4514.20,6.81,0.07,10.74,0.08,18.61,0.12,38.09,0.23,45.04,0.28,4.34,0.22,6.20,0.16,10.20,0.26,15.33,0.28,26.00,0.56
4518.00,6.63,0.06,12.58,0.10,16.51,0.10,34.82,0.20,44.80,0.28,4.07,0.20,6.11,0.15,9.81,0.24,14.81,0.27,26.53,0.58
4521.70,6.36,0.06,13.18,0.10,16.19,0.10,32.28,0.18,45.75,0.29,4.03,0.19,6.04,0.15,9.69,0.24,13.81,0.24,25.02,0.54
4525.50,6.59,0.06,11.01,0.08,15.82,0.09,32.89,0.19,42.01,0.26,3.86,0.18,6.22,0.16,9.96,0.25,15.83,0.29,25.00,0.54
4529.30,6.88,0.07,8.57,0.06,15.52,0.09,37.32,0.22,37.73,0.22,3.94,0.18,6.43,0.17,9.67,0.24,18.59,0.36,24.66,0.53
4533.10,6.60,0.06,6.66,0.05,15.87,0.09,38.91,0.24,34.46,0.19,4.15,0.21,6.36,0.16,9.49,0.23,20.46,0.41,23.13,0.49
4536.80,5.17,0.05,6.26,0.04,16.92,0.10,38.56,0.23,32.85,0.18,4.33,0.22,6.33,0.16,9.80,0.24,20.90,0.42,22.38,0.48
4540.60,3.57,0.03,6.35,0.04,18.03,0.11,40.06,0.25,31.68,0.17,4.41,0.23,6.16,0.15,9.79,0.24,21.51,0.44,20.74,0.43
4544.40,2.89,0.03,6.76,0.05,18.12,0.11,39.64,0.24,28.70,0.15,4.47,0.24,5.84,0.14,8.60,0.20,20.99,0.42,19.90,0.41
4548.20,2.23,0.02,6.48,0.04,17.78,0.11,39.60,0.24,28.63,0.15,4.56,0.24,5.63,0.13,8.23,0.18,19.35,0.38,20.57,0.43
4551.90,2.03,0.02,5.93,0.04,17.09,0.10,38.78,0.24,33.34,0.19,4.62,0.25,5.87,0.14,7.84,0.17,18.82,0.37,22.30,0.47
4555.70,2.02,0.02,5.71,0.04,16.13,0.10,36.74,0.22,36.46,0.21,4.44,0.23,6.05,0.15,8.15,0.18,18.14,0.35,23.83,0.51
4559.50,1.67,0.02,5.67,0.04,15.62,0.09,33.93,0.20,37.54,0.22,4.67,0.26,5.65,0.13,8.59,0.20,18.80,0.37,26.01,0.56
4563.30,1.88,0.02,5.42,0.04,16.70,0.10,32.15,0.18,39.04,0.23,4.62,0.25,5.48,0.12,8.60,0.20,20.29,0.41,27.58,0.60
4567.00,2.81,0.03,5.37,0.04,19.82,0.13,32.00,0.18,39.47,0.24,4.63,0.25,5.41,0.12,8.71,0.20,20.60,0.41,26.18,0.57
4570.80,3.52,0.03,5.46,0.04,21.17,0.14,31.92,0.18,38.61,0.23,4.75,0.26,5.24,0.11,8.45,0.19,19.29,0.38,25.83,0.56
4574.60,3.99,0.04,5.04,0.03,19.34,0.12,31.32,0.17,38.81,0.23,5.02,0.29,5.06,0.11,8.17,0.18,17.78,0.34,25.17,0.54
4578.40,4.69,0.04,4.78,0.03,18.11,0.11,30.32,0.17,40.98,0.25,5.00,0.29,5.06,0.11,7.90,0.17,16.64,0.31,24.96,0.54
4582.10,4.81,0.05,5.87,0.04,17.43,0.11,30.65,0.17,43.57,0.27,4.62,0.25,5.52,0.13,7.87,0.17,15.94,0.30,25.98,0.56
4585.90,4.20,0.04,7.92,0.06,17.91,0.11,30.46,0.17,45.43,0.29,4.60,0.25,5.53,0.13,7.78,0.16,17.36,0.33,25.76,0.56
4589.70,3.69,0.03,9.93,0.08,18.85,0.12,29.07,0.16,44.10,0.28,4.38,0.23,5.56,0.13,7.66,0.16,17.19,0.33,25.92,0.56
4593.50,4.14,0.04,10.36,0.08,20.96,0.14,28.58,0.15,44.01,0.27,4.35,0.22,5.72,0.14,7.38,0.15,17.61,0.34,26.65,0.58
4597.20,4.51,0.04,9.81,0.07,20.54,0.13,31.29,0.17,44.37,0.28,4.15,0.21,5.86,0.14,7.14,0.14,18.21,0.35,25.32,0.55
4601.00,4.50,0.04,9.05,0.07,19.76,0.13,36.23,0.21,43.77,0.27,3.94,0.19,5.78,0.14,7.52,0.15,18.41,0.36,26.28,0.57
4604.80,3.52,0.03,9.20,0.07,19.05,0.12,40.42,0.25,41.40,0.25,3.88,0.18,6.05,0.15,8.25,0.18,19.80,0.39,27.23,0.59
4608.60,2.05,0.02,9.48,0.07,17.80,0.11,40.02,0.25,39.14,0.23,4.11,0.20,6.16,0.15,8.01,0.17,21.06,0.43,25.94,0.56
4612.30,1.40,0.01,9.03,0.07,16.90,0.10,37.00,0.22,36.24,0.21,4.10,0.20,6.10,0.15,7.76,0.16,19.88,0.40,23.09,0.49
4616.10,1.29,0.01,7.42,0.05,16.32,0.10,36.06,0.21,36.13,0.21,4.28,0.22,5.71,0.13,7.90,0.17,18.21,0.35,24.12,0.52
4619.90,1.41,0.01,6.82,0.05,16.45,0.10,37.14,0.22,38.65,0.23,4.48,0.24,5.28,0.12,8.03,0.17,18.07,0.35,25.61,0.56
4623.70,1.71,0.02,6.22,0.04,17.68,0.11,39.67,0.24,40.35,0.24,4.21,0.21,5.16,0.11,8.07,0.18,18.06,0.35,27.41,0.60
4627.40,1.90,0.02,5.90,0.04,18.65,0.12,41.43,0.26,42.07,0.26,4.25,0.21,5.01,0.10,7.91,0.17,18.74,0.37,28.94,0.64
4631.20,2.18,0.02,6.23,0.04,17.55,0.11,42.62,0.27,43.84,0.27,4.40,0.23,5.12,0.11,7.96,0.17,19.39,0.38,29.71,0.66
4635.00,2.20,0.02,6.28,0.04,18.07,0.11,42.77,0.27,43.55,0.27,4.36,0.22,5.01,0.10,8.00,0.17,19.40,0.38,29.73,0.66
4638.80,2.05,0.02,5.60,0.04,18.53,0.12,43.10,0.27,43.70,0.27,4.26,0.22,4.96,0.10,8.05,0.17,20.69,0.42,30.77,0.68
4642.50,1.94,0.02,5.36,0.04,17.27,0.11,43.83,0.28,48.05,0.31,4.32,0.22,5.28,0.12,7.98,0.17,23.17,0.48,31.50,0.70
4646.30,1.57,0.01,5.82,0.04,15.66,0.09,44.78,0.29,49.87,0.32,4.34,0.22,5.26,0.11,7.69,0.16,23.83,0.50,31.60,0.70
4650.10,1.53,0.01,5.84,0.04,14.58,0.08,43.66,0.28,46.42,0.29,4.43,0.23,5.37,0.12,7.48,0.15,23.67,0.49,30.64,0.68
4653.80,1.74,0.02,5.37,0.04,14.20,0.08,42.37,0.27,43.75,0.27,4.39,0.23,5.68,0.13,7.53,0.15,22.51,0.46,29.99,0.66
4657.60,1.69,0.02,5.59,0.04,15.19,0.09,41.85,0.26,42.40,0.26,4.14,0.20,5.67,0.13,7.56,0.15,21.32,0.43,28.72,0.63
4661.40,2.22,0.02,6.12,0.04,18.35,0.11,39.10,0.24,42.48,0.26,4.23,0.21,6.01,0.15,7.26,0.14,20.22,0.40,26.55,0.58
4665.20,3.57,0.03,7.85,0.06,21.20,0.14,34.86,0.20,38.98,0.23,4.24,0.21,6.27,0.16,7.61,0.16,20.07,0.40,25.43,0.55
4668.90,5.10,0.05,9.69,0.07,22.60,0.15,35.05,0.20,37.02,0.22,4.24,0.21,5.96,0.15,8.59,0.20,20.09,0.40,25.59,0.55
4672.70,6.02,0.06,10.98,0.08,21.52,0.14,35.94,0.21,39.53,0.24,4.29,0.22,5.83,0.14,8.67,0.20,18.72,0.37,26.04,0.57
4676.50,5.84,0.06,10.95,0.08,18.31,0.11,33.33,0.19,42.18,0.26,4.58,0.25,5.69,0.13,8.48,0.19,17.77,0.34,27.65,0.61
4680.30,5.14,0.05,10.69,0.08,15.38,0.09,33.29,0.19,43.43,0.27,4.58,0.25,4.93,0.10,8.17,0.18,17.87,0.34,29.71,0.66
4684.00,5.42,0.05,10.35,0.08,13.71,0.08,32.92,0.19,40.97,0.25,4.50,0.24,4.94,0.10,8.10,0.18,18.13,0.35,29.49,0.65
4687.80,5.10,0.05,9.92,0.08,13.52,0.07,33.11,0.19,40.94,0.25,4.48,0.24,5.01,0.10,7.90,0.17,18.32,0.36,28.55,0.63
4691.60,5.39,0.05,8.21,0.06,14.00,0.08,32.81,0.19,42.17,0.26,4.43,0.23,5.04,0.10,8.19,0.18,18.66,0.36,27.03,0.59
4695.40,6.06,0.06,6.81,0.05,14.35,0.08,32.34,0.18,41.02,0.25,4.61,0.25,4.63,0.09,8.67,0.20,18.16,0.35,24.06,0.52
4699.10,6.11,0.06,6.85,0.05,15.85,0.09,34.91,0.20,40.91,0.25,4.68,0.26,4.54,0.08,8.46,0.19,17.68,0.34,23.19,0.50
4702.90,5.11,0.05,7.32,0.05,16.58,0.10,39.51,0.24,39.36,0.24,4.62,0.25,4.99,0.10,7.90,0.17,18.46,0.36,22.78,0.49
4706.70,4.14,0.04,7.96,0.06,17.98,0.11,42.66,0.27,40.80,0.25,4.40,0.23,5.20,0.11,7.90,0.17,18.65,0.36,23.51,0.50
4710.50,3.96,0.04,8.82,0.07,19.29,0.12,42.38,0.27,41.46,0.25,4.45,0.23,5.34,0.12,8.04,0.17,19.33,0.38,24.51,0.53
4714.20,3.94,0.04,9.04,0.07,18.41,0.11,41.66,0.26,42.67,0.26,4.49,0.24,5.28,0.12,8.10,0.18,19.69,0.39,25.78,0.56
4718.00,4.09,0.04,9.10,0.07,16.37,0.10,40.62,0.25,46.60,0.30,4.63,0.25,5.25,0.11,7.94,0.17,19.34,0.38,26.24,0.57
4721.80,4.30,0.04,10.28,0.08,16.20,0.10,40.07,0.25,49.35,0.32,4.60,0.25,5.29,0.12,8.47,0.19,20.01,0.40,25.67,0.56
4725.60,3.39,0.03,10.64,0.08,18.24,0.11,41.57,0.26,49.98,0.32,4.57,0.25,5.49,0.12,8.78,0.20,20.00,0.40,25.33,0.55
4729.30,2.86,0.03,11.08,0.09,21.15,0.14,41.16,0.26,50.90,0.33,4.40,0.23,5.38,0.12,8.81,0.20,20.99,0.42,26.45,0.58
4733.10,2.93,0.03,11.07,0.09,22.55,0.15,38.50,0.23,50.04,0.32,4.54,0.24,5.17,0.11,8.59,0.20,19.50,0.39,26.09,0.57
4736.90,2.65,0.02,10.29,0.08,24.08,0.16,37.28,0.22,51.10,0.33,4.16,0.21,4.96,0.10,8.22,0.18,17.68,0.34,24.80,0.54
4740.70,2.32,0.02,8.84,0.07,25.80,0.18,40.47,0.25,50.54,0.33,4.03,0.19,4.97,0.10,8.16,0.18,16.62,0.31,24.06,0.52
4744.40,2.16,0.02,8.40,0.06,25.56,0.17,43.67,0.28,48.06,0.31,3.84,0.18,5.11,0.11,8.44,0.19,17.25,0.33,23.99,0.51
4748.20,1.94,0.02,7.37,0.05,25.51,0.17,42.05,0.26,44.08,0.27,3.80,0.17,5.58,0.13,8.66,0.20,18.46,0.36,24.47,0.53
4752.00,1.78,0.02,5.76,0.04,24.00,0.16,41.25,0.26,42.37,0.26,4.03,0.19,5.73,0.14,9.15,0.22,16.82,0.32,24.92,0.54
4755.80,2.01,0.02,4.63,0.03,20.95,0.14,43.27,0.27,42.00,0.26,4.01,0.19,5.45,0.12,9.35,0.23,15.49,0.28,24.85,0.54
4759.50,2.10,0.02,4.10,0.02,17.76,0.11,44.65,0.28,41.23,0.25,4.00,0.19,5.40,0.12,9.16,0.22,15.81,0.29,25.36,0.55
4763.30,1.66,0.02,4.14,0.02,16.49,0.10,45.38,0.29,39.73,0.24,3.89,0.18,5.25,0.11,8.82,0.20,17.30,0.33,25.76,0.56
4767.10,1.89,0.02,4.65,0.03,17.16,0.10,46.05,0.30,40.17,0.24,4.06,0.20,5.32,0.12,9.12,0.22,16.55,0.31,24.70,0.53
4770.90,2.26,0.02,5.18,0.03,18.80,0.12,44.03,0.28,41.60,0.25,4.28,0.22,5.16,0.11,8.87,0.21,15.56,0.29,25.60,0.55
4774.60,2.26,0.02,5.54,0.04,19.03,0.12,41.86,0.26,40.72,0.25,4.39,0.23,4.88,0.10,8.67,0.20,16.19,0.30,25.61,0.55
4778.40,1.94,0.02,6.12,0.04,17.63,0.11,41.07,0.25,39.73,0.24,4.21,0.21,4.93,0.10,8.69,0.20,16.64,0.31,22.75,0.48
4782.20,1.80,0.02,5.87,0.04,15.73,0.09,42.74,0.27,40.72,0.25,4.17,0.21,4.91,0.10,8.43,0.19,16.64,0.31,21.48,0.45
4786.00,2.02,0.02,5.57,0.04,15.40,0.09,45.58,0.29,40.09,0.24,4.14,0.20,5.04,0.10,8.53,0.19,15.84,0.29,19.93,0.41
4789.70,2.62,0.02,6.24,0.04,15.62,0.09,47.77,0.31,40.56,0.25,4.17,0.21,4.85,0.10,8.94,0.21,16.20,0.30,20.63,0.43
4793.50,2.84,0.03,7.13,0.05,18.15,0.11,44.49,0.28,40.73,0.25,4.17,0.21,5.15,0.11,8.74,0.20,16.99,0.32,22.46,0.48
4797.30,2.80,0.03,6.56,0.05,20.96,0.14,42.82,0.27,40.42,0.24,4.16,0.21,5.41,0.12,9.33,0.22,17.04,0.32,22.64,0.48
4801.00,2.89,0.03,6.02,0.04,21.92,0.14,42.02,0.26,38.33,0.23,4.01,0.19,5.40,0.12,9.24,0.22,16.91,0.32,23.70,0.51
4804.80,2.96,0.03,6.63,0.05,20.95,0.14,41.00,0.25,35.03,0.20,4.18,0.21,5.06,0.11,8.22,0.18,16.32,0.31,24.55,0.53
4808.60,2.96,0.03,8.21,0.06,19.25,0.12,38.37,0.23,33.93,0.19,4.16,0.21,4.87,0.10,7.71,0.16,15.99,0.30,24.55,0.53
4812.40,2.90,0.03,10.89,0.08,18.29,0.11,37.47,0.22,34.03,0.19,4.12,0.20,5.07,0.11,7.87,0.17,15.16,0.28,23.39,0.50
4816.10,3.47,0.03,12.00,0.09,16.48,0.10,35.06,0.20,36.26,0.21,4.34,0.22,4.85,0.10,7.55,0.15,13.99,0.25,23.82,0.51
4819.90,4.37,0.04,10.39,0.08,14.54,0.08,37.81,0.23,39.84,0.24,4.64,0.25,5.07,0.11,7.63,0.16,14.62,0.26,24.78,0.53
4823.70,5.07,0.05,8.84,0.07,15.73,0.09,40.24,0.25,43.26,0.27,4.68,0.26,5.21,0.11,8.34,0.19,15.13,0.27,27.37,0.60
4827.50,5.12,0.05,8.15,0.06,17.06,0.10,41.74,0.26,48.41,0.31,4.43,0.23,5.38,0.12,8.80,0.20,15.65,0.29,27.92,0.61
4831.20,4.98,0.05,7.79,0.06,18.28,0.11,39.36,0.24,48.56,0.31,4.34,0.22,5.47,0.12,9.29,0.22,15.99,0.30,28.90,0.64
4835.00,4.52,0.04,7.78,0.06,20.11,0.13,34.83,0.20,49.20,0.32,4.09,0.20,5.19,0.11,9.69,0.24,15.51,0.28,27.77,0.61
4838.80,4.70,0.04,7.41,0.05,20.67,0.13,32.60,0.18,45.68,0.29,4.10,0.20,4.98,0.10,9.77,0.24,16.02,0.30,25.66,0.56
4842.60,5.49,0.05,7.21,0.05,21.54,0.14,30.17,0.16,41.33,0.25,4.14,0.20,5.12,0.11,9.65,0.24,16.52,0.31,25.18,0.54
4846.30,5.29,0.05,7.47,0.05,22.70,0.15,31.98,0.18,39.68,0.24,3.95,0.19,5.08,0.11,9.22,0.22,17.33,0.33,24.92,0.54
4850.10,4.57,0.04,8.43,0.06,22.90,0.15,36.71,0.22,37.14,0.22,4.13,0.20,5.14,0.11,9.11,0.22,17.54,0.34,24.30,0.52
4853.90,4.11,0.04,8.52,0.06,22.04,0.15,38.38,0.23,37.87,0.22,4.33,0.22,4.82,0.09,9.98,0.25,18.18,0.35,25.76,0.56
4857.70,4.68,0.04,8.42,0.06,19.05,0.12,38.24,0.23,37.82,0.22,4.35,0.22,4.81,0.09,9.44,0.23,18.94,0.37,26.31,0.57
4861.40,5.81,0.06,7.44,0.05,16.56,0.10,38.80,0.24,37.10,0.22,4.38,0.23,5.07,0.11,8.81,0.20,18.24,0.35,24.42,0.53
4865.20,6.80,0.07,7.53,0.05,16.23,0.10,41.08,0.25,37.00,0.22,4.26,0.22,5.32,0.12,8.49,0.19,18.69,0.37,22.72,0.48
4869.00,7.62,0.07,8.54,0.06,15.59,0.09,39.45,0.24,37.02,0.22,4.12,0.20,5.34,0.12,8.21,0.18,21.20,0.43,21.32,0.45
4872.80,9.10,0.09,9.40,0.07,15.47,0.09,36.26,0.21,36.40,0.21,4.12,0.20,5.01,0.10,8.09,0.18,21.27,0.43,22.36,0.47
4876.50,9.40,0.09,8.97,0.07,16.87,0.10,34.41,0.20,36.73,0.21,3.97,0.19,5.18,0.11,8.53,0.19,21.17,0.43,23.92,0.51
4880.30,9.00,0.09,8.69,0.06,17.97,0.11,34.14,0.20,36.43,0.21,3.95,0.19,4.98,0.10,9.13,0.22,21.04,0.42,24.96,0.54
4884.10,8.38,0.08,9.47,0.07,18.37,0.11,34.72,0.20,35.03,0.20,4.25,0.21,5.02,0.10,9.06,0.21,18.88,0.37,25.73,0.56
4887.90,8.42,0.08,10.88,0.08,17.16,0.10,35.41,0.21,34.91,0.20,3.94,0.18,4.96,0.10,8.95,0.21,16.63,0.31,24.83,0.54
4891.60,8.41,0.08,11.74,0.09,18.06,0.11,34.92,0.20,36.61,0.21,4.11,0.20,4.91,0.10,8.51,0.19,15.55,0.29,25.55,0.55
4895.40,7.61,0.07,12.12,0.09,19.35,0.12,34.55,0.20,37.87,0.22,4.21,0.21,5.08,0.11,7.95,0.17,15.23,0.28,26.69,0.58
4899.20,5.11,0.05,10.10,0.08,18.58,0.12,34.29,0.20,36.78,0.21,3.98,0.19,4.99,0.10,7.94,0.17,15.23,0.28,25.84,0.56
4903.00,2.73,0.03,7.68,0.06,18.45,0.12,34.96,0.20,32.60,0.18,4.00,0.19,5.27,0.11,7.57,0.16,15.50,0.28,24.48,0.53
4906.70,1.50,0.01,6.95,0.05,15.53,0.09,36.74,0.22,28.92,0.15,4.03,0.19,5.62,0.13,7.47,0.15,16.94,0.32,24.53,0.53
4910.50,1.03,0.01,6.82,0.05,14.84,0.08,39.04,0.24,30.04,0.16,4.17,0.21,5.54,0.13,7.44,0.15,17.44,0.33,25.20,0.54
4914.30,0.96,0.01,5.83,0.04,16.34,0.10,38.38,0.23,32.18,0.18,4.35,0.22,5.55,0.13,7.57,0.16,17.41,0.33,24.87,0.54
4918.10,0.93,0.01,4.77,0.03,18.11,0.11,36.78,0.22,35.94,0.21,4.57,0.25,5.60,0.13,7.80,0.16,17.93,0.35,24.69,0.53
4921.80,0.77,0.01,4.75,0.03,18.71,0.12,35.24,0.21,38.52,0.23,4.39,0.23,5.59,0.13,7.47,0.15,17.00,0.32,23.65,0.51
4925.60,0.66,0.01,5.00,0.03,17.89,0.11,35.73,0.21,37.73,0.22,4.35,0.22,5.21,0.11,7.61,0.16,16.20,0.30,23.39,0.50
4929.40,0.85,0.01,4.38,0.03,18.61,0.12,36.62,0.22,39.12,0.23,4.14,0.20,5.25,0.11,7.71,0.16,15.24,0.28,25.20,0.54
4933.20,1.07,0.01,4.52,0.03,15.15,0.09,35.54,0.21,40.44,0.24,4.16,0.21,5.11,0.11,7.60,0.16,13.31,0.23,24.50,0.53
4936.90,1.25,0.01,5.64,0.04,14.32,0.08,35.91,0.21,39.87,0.24,3.97,0.19,5.32,0.12,7.55,0.15,11.94,0.19,22.28,0.47
4940.70,1.38,0.01,6.74,0.05,14.91,0.09,34.35,0.20,40.66,0.25,3.94,0.19,5.61,0.13,7.23,0.14,11.66,0.19,20.92,0.44
4944.50,1.93,0.02,7.94,0.06,14.64,0.08,34.13,0.20,42.36,0.26,3.90,0.18,5.74,0.14,7.19,0.14,12.08,0.20,22.77,0.48
4948.30,2.72,0.03,8.44,0.06,15.32,0.09,34.48,0.20,42.88,0.26,3.97,0.19,5.75,0.14,7.56,0.16,13.53,0.23,22.76,0.48
4952.00,4.41,0.04,8.75,0.06,16.49,0.10,33.17,0.19,39.80,0.24,4.03,0.19,5.88,0.14,7.55,0.15,15.11,0.27,21.43,0.45
4955.80,4.67,0.04,7.73,0.06,15.94,0.09,33.12,0.19,36.75,0.21,4.02,0.19,5.91,0.14,7.76,0.16,15.83,0.29,22.88,0.49
4959.60,4.06,0.04,5.89,0.04,13.96,0.08,32.91,0.19,35.50,0.20,4.10,0.20,5.43,0.12,8.05,0.17,15.85,0.29,22.34,0.47
4963.30,4.08,0.04,4.80,0.03,11.70,0.06,34.11,0.20,35.94,0.21,4.12,0.20,5.21,0.11,8.28,0.18,15.51,0.28,22.55,0.48
4967.10,3.96,0.04,4.26,0.03,10.52,0.05,33.36,0.19,35.62,0.20,4.28,0.22,4.99,0.10,8.38,0.19,16.75,0.32,22.41,0.48
4970.90,3.31,0.03,4.31,0.03,9.22,0.04,31.91,0.18,36.17,0.21,4.26,0.22,5.26,0.11,7.93,0.17,17.13,0.33,23.26,0.50
4974.70,3.94,0.04,4.91,0.03,9.44,0.04,32.88,0.19,34.77,0.20,4.07,0.20,5.06,0.11,7.29,0.14,17.66,0.34,22.48,0.48
4978.40,4.18,0.04,4.86,0.03,9.89,0.04,34.13,0.20,33.18,0.18,4.11,0.20,5.05,0.10,7.62,0.16,18.27,0.35,22.00,0.47
